name,price,regular_price,status,sku,brand,image,features
Logitech H151 STEREO Headset (One port) ,"1,849৳","2,033৳",In Stock,3451,Logitech,https://www.startech.com.bd/image/cache/catalog/headphone/logitech/h151/h151-001-500x500.jpg,
Logitech H150 STEREO Headset (Two port) ,"1,849৳","2,033৳",In Stock,3452,Logitech,https://www.startech.com.bd/image/cache/catalog/headphone/logitech/h150/h150-500x500.jpg,
Logitech H340 Stereo USB Headset with Microphone ,"3,449৳","3,800৳",In Stock,3453,Logitech,https://www.startech.com.bd/image/cache/catalog/headphone/logitech/h340/h340-500x500.jpg,
A4TECH KR-83 Comfort Keyboard,To be announced,,Out Of Stock,3454,A4Tech,https://www.startech.com.bd/image/cache/catalog/keyboard/a4-tech/kr-83/kr-83-1-500x500.jpg,
Logitech H390 Stereo USB Headset with Microphone ,"4,749৳","5,225৳",In Stock,3455,Logitech,https://www.startech.com.bd/image/cache/catalog/headphone/logitech/h390/logitech-h390-500x500.jpg,
Logitech H600 WIRELESS Headset with Microphone ,To be announced,,Up Coming,3456,Logitech,https://www.startech.com.bd/image/cache/catalog/headphone/logitech/h600/h600-500x500.jpg,
Logitech C310 High-Definition Webcam ,"3,599৳","3,960৳",In Stock,3458,Logitech,https://www.startech.com.bd/image/cache/catalog/webcam/logitech/c310/c310-1-500x500.jpg,"[{'Video Resolution': '720p/30fps'}, {'Others': 'Camera mega pixel: 1.2\r\nFocus type: fixed focus\r\nLens type: plastic\r\nBuilt-in mic: Mono\r\nMic range: Up to 3 ft (1 m)\r\nDiagonal field of view (dFoV): 60°\r\nUniversal mounting clip fits laptops, LCD or monitors'}, {'CAMERA WITH CLIP (Dimension)': 'Height: 2.80 in (71.15 mm)\r\nWidth: 1.23 in (31.3 mm)\r\nDepth: 1.02 in (25.95 mm)'}, {'Weight': '2.51 oz (71.2 g), including clip and cable'}]"
Logitech C920E Pro Full HD Webcam,"9,999৳","11,000৳",In Stock,3460,Logitech,https://www.startech.com.bd/image/cache/catalog/accessories/webcam/Logitech/c920/c920-500x500.jpg,
A4TECH KR-85 Comfort Round-edge Keyboard,To be announced,,Out Of Stock,3461,A4Tech,https://www.startech.com.bd/image/cache/catalog/accessories/keboard/a4-tech/kr-85-500x500.jpg,
Star 600VA LED Display Stabilizer,To be announced,,Out Of Stock,3469,Star,https://www.startech.com.bd/image/cache/catalog/Stabilizer/Star-2-500x500.jpg,
Star 1000VA Meter Display Stabilizer,To be announced,,Out Of Stock,3472,Star,https://www.startech.com.bd/image/cache/catalog/Stabilizer/1000meter-500x500.jpg,
Star 600VA Stabilizer,To be announced,,Out Of Stock,3473,Star,https://www.startech.com.bd/image/cache/catalog/Stabilizer/600VA-500x500.jpg,
Star 2000VA Meter Display Stabilizer,To be announced,,Out Of Stock,3474,Star,https://www.startech.com.bd/image/cache/catalog/Stabilizer/1000meter-500x500.jpg,
VIVITEK DW832 5000 LUMENS WXGA  MULTIMEDIA DLP PROJECTOR,To be announced,,Up Coming,3479,VIVItek,https://www.startech.com.bd/image/cache/catalog/projector/Vivitec/Vivitek DW832-j-500x500.jpg,"[{'Audio': '10W (Mono)'}, {'Brightness': '5000 ANSI Lumens'}, {'Lamp': '""2,500/3,000/3,500 Hours (Normal/Eco/Dynamic Eco Mode 310W/245W""'}, {'Other Features': 'Contrast Ratio: \t15,000:1  II\r\nThrow Ratio:\t1.46 - 2.20:1 II\r\nProjection Distance:\t1.2 - 10m (3.94ft - 2.8ft) II\r\nProjection Lens: \tF=2.42 - 2.97 , f=20.70 - 31.05mm'}, {'Remote Control': 'YES'}, {'Resolution': 'Native Resolution:  \tWXGA (1280 x 800) II\r\nMaximum Resolution:\tWUXGA (1920 x 1200)'}, {'Image Size': '25.3” - 317.99"" (64.20-  807.70cm)'}, {'Warranty': '2 Years Warranty (For Lamp: 12 Month or 1000 Hours; which come first)'}]"
Western Digital 2TB Blue Desktop HDD ,"5,250৳","5,700৳",In Stock,3483,WESTERN DIGITAL,https://www.startech.com.bd/image/cache/catalog/HDD/WD20EZRZ 2TB-500x500.jpg,"[{'Buffer size': '64 MB'}, {'Interface type': 'SATA 6 Gb/s'}, {'Rotational speed': '5400 RPM Class'}, {'Internal or External': 'Internal '}, {'Capacity (GB)': '2000 GB'}, {'RPM': '5400'}, {'Warranty': '2 Years'}]"
HP Color LaserJet Pro M477fnw Multifunction Printer ,To be announced,,Out Of Stock,3484,HP,https://www.startech.com.bd/image/cache/catalog/printer/HP Laser/HP M477fnw-1-500x500.jpg,"[{'Memory': 'Memory, standard\r\n256 MB NAND Flash, 256 MB DRAM\r\nMaximum memory\r\n256 MB NAND Flash, 256 MB DRAM'}, {'Print Speed (Black)': 'Up to 28 ppm'}, {'Print Resolution (Black)': '600 x 600 dpi, Up to 38,400 x 600 enhanced dpi'}, {'Print Resolution (Color)': '600 x 600 dpi, Up to 38,400 x 600 enhanced dpi'}, {'Paper Sizes': 'Tray 1, Tray 2: A4, A5, A6, B5 (JIS), B6 (JIS), 16K (195 x 270 mm, 184 x 260 mm, 197 x 273 mm), 10 x 15 cm, Oficio (216 x 340 mm), postcards (JIS single, JIS double), envelopes (DL, C5, B5); Optional Tray 3: A4, A5, A6, B5 (JIS), B6 (JIS), 16K (195 x 270 mm, 184 x 260 mm, 197 x 273 mm), 10 x 15 cm, Oficio (216 x 340 mm), postcards (JIS single, JIS double); Automatic duplexer: A4, B5, 16K (195 x 270 mm, 184 x 260 mm, 197 x 273 mm), Oficio (216 x 340 mm)'}, {'Connectivity': 'Hi-Speed USB 2.0 port; built-in Gigabit Ethernet 10/100/1000 Base-TX network port; Easy-access USB'}, {'Warranty': '1 Year Warranty'}]"
Mikrotik Hex RB750GR3 Plastic Body Gigabit Ethernet Router,"6,700৳","7,370৳",In Stock,3516,Mikrotik,https://www.startech.com.bd/image/cache/catalog/router1/Microtik/RB750Gr2-500x500.jpg,"[{'Interface': 'Number of USB ports\t1\r\nUSB Power Reset\tYes\r\nUSB slot type\tUSB type A'}, {'Wireless Standards': '10/100/1000 Ethernet ports\t5'}]"
Mikrotik RB2011UiAS-RM Gigabit Ethernet Router,"13,500৳","14,850৳",In Stock,3518,Mikrotik,https://www.startech.com.bd/image/cache/catalog/router1/Microtik/RB2011UiAS-RM-500x500.jpg,"[{'Frequency': '600 MHz'}, {'Interface': 'Architecture\tMIPSBE\r\nCPU AR9344\r\nCPU core count 1\r\nRouterOS license\t5\r\nSize of RAM 128 MB\r\nStorage size 128 MB\r\nStorage type\tNAND'}, {'Ports': 'PoE-out ports Ether10\r\n10/100 Ethernet ports\t5\r\n10/100/1000 Ethernet ports\t5\r\nSFP ports\t1'}, {'Others': 'PCB temperature monitor\tYes\r\nVoltage Monitor\tYes\r\nBeeper\tYes'}, {'Operating System Support': 'RouterOS'}, {'Power Mode': 'Number of DC inputs\t2 (DC jack, PoE-IN)\r\nDC jack input Voltage\t8-30 V\r\nMax power consumption\t28 W\r\nMax power consumption without attachments 6 W\r\nCooling type\tPassive\r\nPoE in\tPassive PoE\r\nPoE in input Voltage\t8-30 V\r\nUSB Power Reset\tYes\n'}, {'Dimension': '443 x 92 x 44 mm'}, {'Warranty': '01 year warranty'}]"
Mikrotik CCR1016-12G Router,To be announced,,Out Of Stock,3519,Mikrotik,https://www.startech.com.bd/image/cache/catalog/router1/Microtik/CCR 1016-12G-j-500x500.jpg,"[{'Interface': '1 USB port'}, {'Wireless Standards': 'None'}, {'Frequency': '1.2Ghz, 2GB RAM'}]"
Mikrotik CCR1036-12G-4S Industrial Grade Cloud Core 12 Port Gigabit Ethernet Router,"117,500৳","129,250৳",In Stock,3521,Mikrotik,https://www.startech.com.bd/image/cache/catalog/router/mikrotik/ccr1036-12g-4s/ccr1036-12g-4s-01-500x500.jpg,"[{'Interface': '10/100/1000 Ethernet ports\t12  II\r\nNumber of USB ports\t1   II\r\nPower Jack\t1'}, {'Wireless Standards': 'None'}, {'Frequency': ' Tilera Tile-Gx36 CPU (36-cores, 1.2Ghz per core) '}]"
Sony Bravia W602D 32 inch Wi-Fi Smart LED TV,"30,500৳","33,550৳",In Stock,3551,Sony,https://www.startech.com.bd/image/cache/catalog/television/sony/w602d/sony-w602d-1-500x500.jpg,"[{'Display Type': 'LCD'}, {'Screen Size': '32"" (31.5"")'}, {'Resolution': '(1366x768)'}, {'HDMI': 'HDMI INPUTS TOTAL: 2 (1 Rear/1 Side)\n'}, {'Wi-Fi': 'Yes'}, {'Audio Output': 'AUDIO/HEADPHONE OUTPUT(S)\r\n1 (Side/Hybrid with Headphone and SubWoofer Out)'}, {'  Speaker System': 'DOLBY AUDIO FORMAT SUPPORT: Dolby Digital, Dolby Digital Plus, Dolby pulse\r\nDTS AUDIO FORMAT SUPPORT: DTS 2.0+Digital Out\r\nSOUND MODES: Standard/Music/Cinema/Game/Sports\r\nHDMI AUDIO RETURN CHANNEL (ARC): Yes'}, {'Power Supply': 'POWER REQUIREMENTS (VOLTAGE/FREQUENCY): DC 19.5V\r\nPOWER CONSUMPTION (IN OPERATION): 45W'}, {'Remote Control': 'Yes'}, {'Standby Power Consumption': '0.50W'}, {'Dimension (L x W x H)': 'DIMENSION OF TV WITHOUT STAND (W X H X D): Approx. 735x446x66 mm\r\nDIMENSION OF TV WITH STAND (W X H X D): Approx. 735x481x174 mm\r\nDIMENSION OF PACKAGE CARTON (W X H X D): Approx. 827 x 559 x 163 mm'}, {'Warranty': 'No Parts Warranty'}]"
TP-Link WR845N 300Mbps Wireless N Router,"1,719৳","1,891৳",In Stock,3590,TP-Link,https://www.startech.com.bd/image/cache/catalog/router1/TP-Link/TP-link WR845N-500x500.jpg,"[{'Signal Rate': '11n: Up to 300Mbps(dynamic) II\r\n11g: Up to 54Mbps(dynamic)  II\r\n11b: Up to 11Mbps(dynamic)  II'}, {'Interface': '4 10/100Mbps LAN PORTS II\r\n1 10/100Mbps WAN PORT'}, {'Button': 'Reset Button  II\r\nWi-Fi/WPS Button  II\r\nPower On/Off Button  II'}, {'External Power Supply': '9VDC / 0.6A'}, {'Wireless Standards': 'IEEE 802.11n, IEEE 802.11g, IEEE 802.11b'}, {'Frequency': '2.4-2.4835GHz'}, {'Wireless Security': '64/128/152-bit WEP / WPA / WPA2,WPA-PSK / WPA2-PSK'}]"
Canon LBP 6230DN with DUPLEX LASER Printer,"24,400৳","26,840৳",In Stock,3591,Canon,https://www.startech.com.bd/image/cache/catalog/printer/canon/lbp-6230dn/lbp-6230dn-1-500x500.jpg,"[{'Print Speed (Black)': 'Simplex:\tA4: Up to 25ppm  II\r\nDuplex:\tA4: Up to 7.7spm (sheets per minute)'}, {'Print Resolution (Black)': '600 x 600dpi'}, {'Paper Sizes': 'Standard:\t\r\nA4, B5, A5, Legal, Letter, Executive, 16K, Envelope COM10, Envelope Monarch, Envelope C5, Envelope DL\r\nCustom (Width: 76.2 - 216mm x Length 187 - 356mm)\r\nMulti-Purpose Tray:\t\r\nA4, B5, A5, Legal, Letter, Executive, 16K, Envelope COM10, Envelope Monarch, Envelope C5, Envelope DL/ Index card\r\nCustom (Width: 76.2 - 216mm x Length 127 - 356mm)'}, {'Connectivity': 'USB 2.0 High Speed'}, {'Warranty': '1 Year Warranty'}]"
"PHILIPS 18.5"" 193V5LSB2 LED MONITOR","10,000৳","10,500৳",In Stock,3611,PHILIPS,https://www.startech.com.bd/image/cache/catalog/monitor/philips/193v/193v-500x500.png,"[{'Screen Size': '18.5 inch / 47 cm'}, {'Contrast Ratio': '700:1\n'}, {'Response Time': '5  ms\n'}, {'Resolution': '1366 x 768 @ 60 Hz\n'}, {'Brightness': '200  cd/m²\n'}, {'Connectivity': 'VGA (Analog )'}, {'Warranty': '03 Years Warranty '}]"
Jovision CloudSee JVS-D6008-S3 DVR,"3,800৳","4,066৳",In Stock,3630,Jovision,https://www.startech.com.bd/image/cache/data/cc camera/d6004-500x500.jpg,
Jovision CloudSee JVS-D6016-S3 DVR,To be announced,,Out Of Stock,3631,Jovision,https://www.startech.com.bd/image/cache/data/cc camera/d6004-500x500.jpg,
Hikvision DS-2CE56C0T-IR Dome CC Camera,To be announced,,Out Of Stock,3633,Hikvision,https://www.startech.com.bd/image/cache/catalog/cccamera/Hikvision/HIK-Vision-DS-2CE56C0T-IR-500x500.jpg,
Intel 6th Generation Core i7-6900K Processor,"43,500৳","50,000৳",In Stock,3791,INTEL,https://www.startech.com.bd/image/cache/catalog/processor/Intel/Intel® i7-6900K/Intel® i7-6900K-500x500.jpg,"[{'Processor Type': 'Intel 6th Generation Core i7-6900K Processor \r\n(20 MB Cache, 3.20 GHz up to 3.70 GHz)'}, {'Processor Speed': 'Clock Speed 3.20 GHz, (Max Turbo Frequency 4.0 GHz'}, {'Number Of Cores': '8'}, {'Number Of Threads': '16'}, {'Processor Cache': '20 MB Cache'}, {'Other Features': 'TDP\t140 W\r\nMax # of Memory Channels\t4\r\nPCI Express Revision\t3.0\r\nMax # of PCI Express Lanes\t40\r\nMax CPU Configuration\t1\r\nSockets Supported\tFCLGA2011-3\r\nIntel® Turbo Boost Max Technology 3.0\tYes\r\nIntel® Turbo Boost Technology ‡\t2.0'}]"
Dahua HAC-HDW1000R 1MP Dome Type Camera ,To be announced,,Out Of Stock,3957,Dahua,https://www.startech.com.bd/image/cache/catalog/cccamera/Dahua/Dahua HAC-HDW1000R-500x500.jpg,
HikVision DS-2CE16C0T-IR bullet camera,To be announced,,Out Of Stock,3976,Hikvision,https://www.startech.com.bd/image/cache/catalog/cccamera/HikVision DS-2CE16C0T-IRP HD-500x500.png,
Hikvision DS-2CE16C0T-IT3 HD Bullet CC Camera,To be announced,,Out Of Stock,3978,Hikvision,https://www.startech.com.bd/image/cache/catalog/cccamera/Hikvision/Hikvision DS-2CE16C0T-IT3-500x500.jpg,
Hikvision DS-2CE16D0T-IRF HD Bullet CC Camera,To be announced,,Out Of Stock,3980,Hikvision,https://www.startech.com.bd/image/cache/catalog/cccamera/Hikvision/Hikvision DS-2CE16D0T-IR-500x500.jpg,
Hikvision DS-2CE56D0T-IRF HD Dome CC Camera,To be announced,,Out Of Stock,3983,Hikvision,https://www.startech.com.bd/image/cache/catalog/cccamera/Hikvision/Hikvision DS-2CE56D0T-IR-500x500.jpg,
Hikvision DS-2CE16D0T-IT3 HD Bullet CC Camera,To be announced,,Out Of Stock,3985,Hikvision,https://www.startech.com.bd/image/cache/catalog/cccamera/Hikvision/Hikvision DS-2CE16D0T-IT3-500x500.jpg,
HIKVISION DS-7104HGHI-F1 4 Channel Turbo HD 720P DVR,To be announced,,Out Of Stock,3986,Hikvision,https://www.startech.com.bd/image/cache/catalog/DVR/Hikvision/HIKVISION DS-7104HGHI-F1-500x500.jpg,
HIKVISION DS-7108HGHI-F1 8-CH Turbo HD 720P DVR,To be announced,,Out Of Stock,3987,Hikvision,https://www.startech.com.bd/image/cache/catalog/DVR/Hikvision/HIKVISION DS-7108HGHI-F1 8-CH-500x500.jpg,
HIKVISION DS-7204HGHI-F1 4-CH Turbo HD 720P DVR,To be announced,,Out Of Stock,3988,Hikvision,https://www.startech.com.bd/image/cache/catalog/DVR/Hikvision/HIKVISION DS-7204HGHI-F1-500x500.jpg,
HIKVISION DS-7208HGHI-F2 8-CH Turbo HD 720P DVR,To be announced,,Out Of Stock,3990,Hikvision,https://www.startech.com.bd/image/cache/catalog/DVR/Hikvision/HIKVISION DS-7208HGHI-F2-500x500.jpg,
HIKVISION DS-7216HGHI-F2 16-CH Turbo HD 720P DVR,To be announced,,Out Of Stock,3991,Hikvision,https://www.startech.com.bd/image/cache/catalog/DVR/Hikvision/HIKVISION DS-7216HGHI-F2-500x500.jpg,
HIKVISION DS-7104HQHI-F1 4-CH Turbo HD 1080P DVR,To be announced,,Out Of Stock,3992,Hikvision,https://www.startech.com.bd/image/cache/catalog/DVR/Hikvision/HIKVISION DS-7104HQHI-F1-500x500.jpg,
HIKVISION DS-7208HQHI-F2 8-CH Turbo HD 1080P DVR,To be announced,,Out Of Stock,3993,Hikvision,https://www.startech.com.bd/image/cache/catalog/DVR/Hikvision/HIKVISION DS-7208HQHI-F2-N-500x500.jpg,
HIKVISION DS-7332HGHI-SH 32-CH Turbo HD 720P DVR,To be announced,,Out Of Stock,3996,Hikvision,https://www.startech.com.bd/image/cache/catalog/DVR/Hikvision/HIKVISION DS-7324HGHI-SH-500x500.jpg,
HIKVISION DS-7216HWI-E1 4-Channel Standalone DVR,To be announced,,Out Of Stock,3999,Hikvision,https://www.startech.com.bd/image/cache/catalog/DVR/Hikvision/HIKVISION DS-7208HQHI-F2-N-500x500.jpg,
Hikvision DS-2CD2010F-I 1.3MP IR Mini Bullet IP-Camera,To be announced,,Out Of Stock,4007,Hikvision,https://www.startech.com.bd/image/cache/catalog/cccamera/Hikvision/Hikvision DS-2CD2010F-I Mini Bullet IP-Camera-500x500.jpg,
Hikvision DS-2CD2020F-I 2MP IR Mini Bullet IP-Camera,To be announced,,Out Of Stock,4008,Hikvision,https://www.startech.com.bd/image/cache/catalog/cccamera/Hikvision/Hikvision DS-2CD2020F-I 2MP-500x500.jpg,
Hikvision DS-2CD2120F-I 2MP IR Fixed Dome IP-Camera,To be announced,,Out Of Stock,4009,Hikvision,https://www.startech.com.bd/image/cache/catalog/cccamera/Hikvision/Hikvision DS-2CD2120F-I-500x500.jpg,
Microsoft Windows 10 Professional 64bit Eng INTL 1PK DSP OEM DVD,"16,500৳","17,050৳",In Stock,4013,Microsoft,https://www.startech.com.bd/image/cache/catalog/Soft/windows/win 10 pro-1-500x500.jpg,"[{'Processor': '1 GHz processor or faster '}, {'RAM': '2 GB for 64-bit'}, {'Storage': 'Up to 20 GB available hard disk space'}, {'Others': 'Graphics card: DirectX 9 graphics processor with WDDM driver \r\nDisplay: 800 x 600 screen resolution or higher'}, {'License Type': 'Retail Box'}]"
Microsoft 365 Family For 6 User (1 Year Subscription),"8,800৳","9,680৳",In Stock,4015,Microsoft,https://www.startech.com.bd/image/cache/catalog/software/ms-office/365-family-500x500.jpg,
Microsoft 365 Personal For 1 User (01 Year Subscription),"6,000৳","6,600৳",In Stock,4017,Microsoft,https://www.startech.com.bd/image/cache/catalog/software/ms-office/365-personal-500x500.jpg,"[{'Processor': '1.6 gigahertz (GHz) or faster, 2-core'}, {'RAM': '4 GB RAM\r\n2 GB RAM (32-bit)'}, {'Storage': '4.0 GB of available disk space'}, {'Operating System': 'Windows 11, Windows 10, Windows 8.1'}, {'Others': 'Display: 1280 x 768 screen resolution\r\nGraphics: Graphics hardware acceleration requires DirectX 9 or later, with WDDM 2.0 or higher for Windows 10 (or WDDM 1.3 or higher for Windows 10 Fall Creators Update).'}, {'Number of User': '1 user'}, {'Duration': '1 year'}]"
Antec NeoEco 550M V2 550 Watt 80 PLUS Bronze Semi Modular Power Supply,To be announced,,Discontinued,4039,Antec,https://www.startech.com.bd/image/cache/catalog/Component/power supply/Antec/neo-eco_550m/neo_eco_550m-500x500.jpg,"[{'Continuous Power': '550 Watt'}, {'Efficiency (Approx.)': '88%'}, {'Certification': '80 PLUS® BRONZE '}, {'Fan Size': '120 mm'}, {'Voltage': '100VAC - 240VAC ~ ±10% (Active PFC) '}, {'Frequency Range': '47Hz - 63Hz'}, {'Current': '8A - 4A'}, {'Modular Type': 'Semi Modular'}, {'Total Power': '550W'}, {'Main Power': '1 X 20+4 pin'}, {'CPU': '1 X 8 Pin EPS 12V'}, {'PCI-E': '2 X 6+2'}, {'SATA': '6 '}, {'Molex': '5'}, {'Floppy': '4 Pin'}, {'Manufacturing Warranty': '05 Years'}]"
Western Digital Black 2TB SATA Hard Disk,To be announced,,Out Of Stock,4045,WESTERN DIGITAL,https://www.startech.com.bd/image/cache/catalog/HDD/Western Digital/2TB Black-500x500.jpg,"[{'Average Latency': '4.20 ms (nominal)'}, {'Buffer size': '64 MB'}, {'Idle Mode': '28 dBA (average)'}, {'Interface type': 'SATA 6 Gb/s'}, {'Load/unload Cycles': '300,000 minimum'}, {'Rotational speed': '7,200 RPM (nominal)'}, {'Seek Mode 0': '33 dBA (average)'}, {'Transfer Rate (Buffer To Disk)': '126 MB/s (Max)'}, {'Internal or External': 'Internal'}, {'Capacity (GB)': '2000GB'}, {'Warranty': '5 Years'}]"
ESET Multi-Device Security Pack for 3 User,"4,500৳","4,725৳",In Stock,4046,Eset,https://www.startech.com.bd/image/cache/catalog/Soft/Eset/ESET Multi-Device Security Pack-3-500x500.jpg,
ESET Multi-Device Security Pack for 5 User,"11,500৳",,In Stock,4047,Eset,https://www.startech.com.bd/image/cache/catalog/Soft/Eset/ESET Multi-Device Security Pack-5-500x500.jpg,"[{'Operating System': 'WINDOWS\r\nMicrosoft Windows® 10, 8.1, 8, 7 with SP1 and latest KB updates installed\n\r\nMAC\r\nmacOS 10.15 (Catalina), macOS 10.14 (Mojave), macOS 10.13 (High Sierra), macOS 10.12.x (Sierra), OS X 10.11.x (El Capitan), OS X 10.10.x (Yosemite), OS X 10.9.x (Mavericks)\n\r\nANDROID\r\nAndroid 4.0 and higher * (*ESTV AndroidTV 7.0 and higher)\n\r\nLINUX\r\nDebian, RedHat, Ubuntu, OpenSuSe, Fedora, Mandriva and a majority of RPM and DEB distributions'}, {'Number of User': '5 user'}, {'Duration': '1 year'}]"
Eset Endpoint Security E-License (Volume 05 to As per Customer Requirement),To be announced,,Call for Price,4102,Eset,https://www.startech.com.bd/image/cache/catalog/Soft/Eset/ESET_Endpoint_Protection_Advanced_2-3d-multi-230x230-500x500.png,
Dahua SD6C220S-HN 2 Megapixel Multi network IP Camera,To be announced,,Out Of Stock,4115,Dahua,https://www.startech.com.bd/image/cache/catalog/cccamera/Dahua/IP camera/Dahua SD6C220S-HN-500x500.jpg,
Transcend J25H3 2TB USB 3.1 Portable Hard Disk,"8,300৳","9,280৳",In Stock,4129,Transcend,https://www.startech.com.bd/image/cache/catalog/HDD/Transcend/Transcend J25H3P 2TB-500x500.jpg,"[{'Connectivity': 'USB 3.1'}, {'Data Buffer': '8MB '}, {'Op. Voltage ': 'USB DC 5V '}, {'Power Saving Mode': '10 mins '}, {'Shock Proof': 'Yes'}, {'Storage Media': '2.5-inch SATA Hard Disk Drive '}, {'System Requirements': 'Desktop or notebook computer with a working USB port.\r\nOne of following Operating Systems:\r\n- Windows XP\r\n- Windows Vista\r\n- Windows 7\r\n- Linux Kernel 2.6.31 or later\r\n- Mac OS X 10.4 or later (only USB 2.0 currently supported)'}, {'Internal or External': 'External'}, {'Capacity (GB)': '2000 GB'}, {'Warranty': '3 Years'}]"
HP ScanJet Pro 2500F1 Flatbed and Sheet Fed Scanner,"40,000৳","42,860৳",In Stock,4140,HP,https://www.startech.com.bd/image/cache/catalog/scanner/HP ScanJet Pro 2500 f1-500x500.jpg,"[{'Max Document Size': '216 x 297 mm\r\nMedia Size    -----\tLetter; Legal; Executive; A4; A5; A6; B5; B5 (JIS)'}, {'Scanner Resolution': 'Up to 600 dpi (colour and monochrome, ADF); Up to 1200 dpi (colour and monochrome, flatbed)\n'}, {'Connectivity': 'Connectivity, standard\n\r\n        Hi-Speed USB 2.0  II\n\r\nTwain version\r\n    TWAIN Certified. Version 2.1 '}]"
TP-Link TL-WN781ND 150Mbps Wireless N PCI Express LAN Card,"1,119৳","1,231৳",In Stock,4182,TP-Link,https://www.startech.com.bd/image/cache/catalog/router1/TP-Link/TP-LINK TL-WN781ND-500x500.jpg,"[{'Interface': 'PCI Express'}, {'Transfer Rate': '150 Mbps'}]"
TP-Link WN722N 150Mbps High Gain Wireless USB LAN Card,"1,029৳","1,131৳",In Stock,4186,TP-Link,https://www.startech.com.bd/image/cache/catalog/router/tp-link/wn722n/wn722n-01-500x500.jpg,"[{'Interface': 'USB 2.0'}, {'Transfer Rate': '150Mbps'}]"
Second Hard Disk Drive CADDY-Secondary CD-ROM Storage for Laptop,550৳,600৳,In Stock,4195,Non-Brand,https://www.startech.com.bd/image/cache/catalog/Accessories/Laptop Accsories/HDD Caddy-500x500.jpg,
Mikrotik CRS210-8G-2S+IN Switch,To be announced,,Out Of Stock,4199,Mikrotik,https://www.startech.com.bd/image/cache/catalog/Switch/MikroTik/Mikrotik CRS210-8G-2S+IN-500x500.jpg,"[{'Interface': 'SFP+ ports 2 II\r\nSerial port RJ45'}, {'Wireless Standards': '10/100/1000 Ethernet ports 8'}, {'Frequency': '400 MHz'}]"
Mikrotik CRS226-24G-2S+RM Switch,To be announced,,Out Of Stock,4205,Mikrotik,https://www.startech.com.bd/image/cache/catalog/Switch/MikroTik/Mikrotik CRS226-24G-2S+RM-500x500.jpg,"[{'Interface': 'SFP+ ports 2 II\r\nSerial port RJ45'}, {'Wireless Standards': '10/100/1000 Ethernet ports 24'}, {'Frequency': '400 MHz'}]"
Dlink DES-1005C 5 Port 10/100M Unmanaged Desktop Switch,To be announced,,Out Of Stock,4206,D-Link,https://www.startech.com.bd/image/cache/catalog/Switch/D-link/D-Link DES-1005 C 5 Port-500x500.jpg,"[{'Interface': 'Five 10/100 Mbps LAN ports'}, {'Wireless Standards': 'IEEE 802.3 10BASE-T\r\n• IEEE 802.3u 100BASE-TX  II\r\n• IEEE 802.3x Flow Control  II\r\n• IEEE 802.3az Energy-Efficient Ethernet (EEE)\n'}, {'Frequency': '• Ethernet:\r\n  • 10 Mbps (half duplex)\r\n  • 20 Mbps (full duplex)  II\r\n• Fast Ethernet:\r\n  • 100 Mbps (half duplex)\r\n  • 200 Mbps (full duplex)'}]"
Dlink DES-1008C 8 Port 10/100 Unmanaged Switch,790৳,870৳,In Stock,4207,D-Link,https://www.startech.com.bd/image/cache/catalog/Switch/D-link/D-Link DES-1008 C 8-port-500x500.jpg,"[{'Interface': 'Eight 10/100 Mbps LAN ports'}, {'Wireless Standards': 'Standards \r\n• IEEE 802.3 10BASE-T   II\r\n• IEEE 802.3u 100BASE-TX  II\r\n• IEEE 802.3x Flow Control  II\r\n• IEEE 802.3az Energy-Efficient Ethernet (EEE)\n'}, {'Frequency': '• Ethernet:\r\n  • 10 Mbps (half duplex)\r\n  • 20 Mbps (full duplex)  II\r\n• Fast Ethernet:\r\n  • 100 Mbps (half duplex)\r\n  • 200 Mbps (full duplex)'}]"
D-Link DES-1016A-16-port 10/100M Unmanaged Switch,"3,100৳","3,410৳",In Stock,4208,D-Link,https://www.startech.com.bd/image/cache/catalog/Switch/D-link/D-Link DES-1016 A-500x500.jpg,"[{'Interface': 'Auto MDI/MDIX adjustment for all ports'}, {'Wireless Standards': 'Standards \r\n• IEEE 802.3 10BASE-T Ethernet (twisted pair copper)  II\r\n• IEEE 802.3u 100BASE-TX Fast Ethernet (twisted-pair copper)  II\r\n• ANSI/IEEE 802.3 NWay auto-negotiation  II\r\n• IEEE 802.3x flow control\n'}, {'Frequency': 'Fast Ethernet\r\n     • 100 Mbps Half-Duplex\r\n     • 200 Mbps Full-Duplex     II\r\n• Ethernet\r\n     • 10 Mbps Half-Duplex\r\n     • 20 Mbps Full-Duplex'}]"
Micronet SP6108 8PORT GIGABIT SWITCH,To be announced,,Discontinued,4210,Micronet,https://www.startech.com.bd/image/cache/catalog/Switch/Micronet/SP6108-10cm-500x500.jpg,"[{'Interface': '8 x 10/100/1000M RJ-45 ports'}, {'Wireless Standards': 'IEEE 802.3, 10BASE-T IEEE 802.3u, 100BASE-TX IEEE 802.3ab, 1000BASE-T IEEE 802.3x, Flow Control\n'}, {'Frequency': '20M(Full duplex)/10M(Half duplex) 200M(Full duplex)/100M(Half duplex) 2000M(Full duplex)'}]"
